datetime,shear_stress
2022-07-01 00:00:00,
2022-07-01 00:15:00,
2022-07-01 00:30:00,
2022-07-01 00:45:00,
2022-07-01 01:00:00,
2022-07-01 01:15:00,
2022-07-01 01:30:00,
2022-07-01 01:45:00,
2022-07-01 02:00:00,
2022-07-01 02:15:00,
2022-07-01 02:30:00,
2022-07-01 02:45:00,
2022-07-01 03:00:00,60.54359669732886
2022-07-01 03:15:00,60.54359669732886
2022-07-01 03:30:00,60.5427774487622
2022-07-01 03:45:00,60.5427774487622
2022-07-01 04:00:00,60.5427774487622
2022-07-01 04:15:00,60.5403326260625
2022-07-01 04:30:00,60.53959379459346
2022-07-01 04:45:00,60.53618444215577
2022-07-01 05:00:00,60.53448057296202
2022-07-01 05:15:00,60.52413237489899
2022-07-01 05:30:00,60.522284876437034
2022-07-01 05:45:00,60.520879887395196
2022-07-01 06:00:00,60.52043800406304
2022-07-01 06:15:00,60.51991708526628
2022-07-01 06:30:00,60.51607846588771
2022-07-01 06:45:00,60.51217419433679
2022-07-01 07:00:00,60.50509788493323
2022-07-01 07:15:00,60.49612360468904
2022-07-01 07:30:00,60.482099493649976
2022-07-01 07:45:00,60.459634364256424
2022-07-01 08:00:00,60.459488576612486
2022-07-01 08:15:00,60.45678853184987
2022-07-01 08:30:00,60.45160727330964
2022-07-01 08:45:00,60.45160727330964
2022-07-01 09:00:00,60.44796192432696
2022-07-01 09:15:00,60.4472344737286
2022-07-01 09:30:00,60.44708899345071
2022-07-01 09:45:00,60.440027915320854
2022-07-01 10:00:00,60.440027915320854
2022-07-01 10:15:00,60.43304554484894
2022-07-01 10:30:00,60.429992973206545
2022-07-01 10:45:00,60.42854262496377
2022-07-01 11:00:00,60.42520277661556
2022-07-01 11:15:00,60.4233887659095
2022-07-01 11:30:00,60.424837813524626
2022-07-01 11:45:00,60.424837813524626
2022-07-01 12:00:00,60.4233887659095
2022-07-01 12:15:00,60.42005221531109
2022-07-01 12:30:00,60.42005221531109
2022-07-01 12:45:00,60.42005221531109
2022-07-01 13:00:00,60.42005221531109
2022-07-01 13:15:00,60.42005221531109
2022-07-01 13:30:00,60.4233887659095
2022-07-01 13:45:00,60.4233887659095
2022-07-01 14:00:00,60.4233887659095
2022-07-01 14:15:00,60.424837813524626
2022-07-01 14:30:00,60.42520277661556
2022-07-01 14:45:00,60.429992973206545
2022-07-01 15:00:00,60.429992973206545
2022-07-01 15:15:00,60.44293468039283
2022-07-01 15:30:00,60.54884144436626
2022-07-01 15:45:00,60.65980729418309
2022-07-01 16:00:00,60.92738569783287
2022-07-01 16:15:00,60.93901830055106
2022-07-01 16:30:00,60.941001351973846
2022-07-01 16:45:00,60.95988475261023
2022-07-01 17:00:00,60.98240205170915
2022-07-01 17:15:00,61.01005804899512
2022-07-01 17:30:00,61.01005804899512
2022-07-01 17:45:00,61.01005804899512
2022-07-01 18:00:00,61.01005804899512
2022-07-01 18:15:00,61.01005804899512
2022-07-01 18:30:00,61.01005804899512
2022-07-01 18:45:00,61.01005804899512
2022-07-01 19:00:00,61.01005804899512
2022-07-01 19:15:00,60.99988176620253
2022-07-01 19:30:00,60.98240205170915
2022-07-01 19:45:00,60.99988176620253
2022-07-01 20:00:00,61.009800572409915
2022-07-01 20:15:00,61.01005804899512
2022-07-01 20:30:00,61.01005804899512
2022-07-01 20:45:00,61.009800572409915
2022-07-01 21:00:00,60.99988176620253
2022-07-01 21:15:00,60.99387896142106
2022-07-01 21:30:00,60.99172084838986
2022-07-01 21:45:00,60.98240205170915
2022-07-01 22:00:00,60.98040595994192
2022-07-01 22:15:00,60.97011912909627
2022-07-01 22:30:00,60.96041898126447
2022-07-01 22:45:00,60.95565322027272
2022-07-01 23:00:00,60.95382317278201
2022-07-01 23:15:00,60.94858997619656
2022-07-01 23:30:00,60.9484325207565
2022-07-01 23:45:00,60.934548459609815
2022-07-02 00:00:00,60.934548459609815
2022-07-02 00:15:00,60.93241048359582
2022-07-02 00:30:00,60.92735187242856
2022-07-02 00:45:00,60.91605469613727
2022-07-02 01:00:00,60.90280641026425
2022-07-02 01:15:00,60.85776109665074
2022-07-02 01:30:00,60.841754744999314
2022-07-02 01:45:00,60.832560576158365
2022-07-02 02:00:00,60.83092166339955
2022-07-02 02:15:00,60.82625368795719
2022-07-02 02:30:00,60.79730632334273
2022-07-02 02:45:00,60.79312540571106
2022-07-02 03:00:00,60.79297158869741
2022-07-02 03:15:00,60.78956230439506
2022-07-02 03:30:00,60.78237871591999
2022-07-02 03:45:00,60.7822251540353
2022-07-02 04:00:00,60.782071595178856
2022-07-02 04:15:00,60.77450068008456
2022-07-02 04:30:00,60.774040568281364
2022-07-02 04:45:00,60.77134461239539
2022-07-02 05:00:00,60.76525457244131
2022-07-02 05:15:00,60.76256250708245
2022-07-02 05:30:00,60.75648143146615
2022-07-02 05:45:00,60.74372741817783
2022-07-02 06:00:00,60.74119750202595
2022-07-02 06:15:00,60.73245964000874
2022-07-02 06:30:00,60.72419114332908
2022-07-02 06:45:00,60.71502243211728
2022-07-02 07:00:00,60.7063230779154
2022-07-02 07:15:00,60.69648958924973
2022-07-02 07:30:00,60.69367671465763
2022-07-02 07:45:00,60.69017366706132
2022-07-02 08:00:00,60.6873637752824
2022-07-02 08:15:00,60.6737014817534
2022-07-02 08:30:00,60.67355050976816
2022-07-02 08:45:00,60.67355050976816
2022-07-02 09:00:00,60.67355050976816
2022-07-02 09:15:00,60.67355050976816
2022-07-02 09:30:00,60.67355050976816
2022-07-02 09:45:00,60.67355050976816
2022-07-02 10:00:00,60.67355050976816
2022-07-02 10:15:00,60.67355050976816
2022-07-02 10:30:00,60.6737014817534
2022-07-02 10:45:00,60.67846874172233
2022-07-02 11:00:00,60.67846874172233
2022-07-02 11:15:00,60.6873637752824
2022-07-02 11:30:00,60.69017366706132
2022-07-02 11:45:00,60.69648958924973
2022-07-02 12:00:00,60.90283592951593
2022-07-02 12:15:00,61.036856512474486
2022-07-02 12:30:00,61.14993274425515
2022-07-02 12:45:00,61.17640729239248
2022-07-02 13:00:00,61.18101010775098
2022-07-02 13:15:00,61.18133560534671
2022-07-02 13:30:00,61.20537773974142
2022-07-02 13:45:00,61.26319652912074
2022-07-02 14:00:00,61.297218589381856
2022-07-02 14:15:00,61.390119720848695
2022-07-02 14:30:00,61.42476178608363
2022-07-02 14:45:00,61.43683131188222
2022-07-02 15:00:00,61.44689674531216
2022-07-02 15:15:00,61.44689674531216
2022-07-02 15:30:00,61.44689674531216
2022-07-02 15:45:00,61.44689674531216
2022-07-02 16:00:00,61.44689674531216
2022-07-02 16:15:00,61.44689674531216
2022-07-02 16:30:00,61.44689674531216
2022-07-02 16:45:00,61.44689674531216
2022-07-02 17:00:00,61.44689674531216
2022-07-02 17:15:00,61.44689674531216
2022-07-02 17:30:00,61.44689674531216
2022-07-02 17:45:00,61.44689674531216
2022-07-02 18:00:00,61.43964118549171
2022-07-02 18:15:00,61.43683131188222
2022-07-02 18:30:00,61.375784802947344
2022-07-02 18:45:00,61.3563666732406
2022-07-02 19:00:00,61.349202669886566
2022-07-02 19:15:00,61.27406287211568
2022-07-02 19:30:00,61.27406287211568
2022-07-02 19:45:00,61.27406287211568
2022-07-02 20:00:00,61.27406287211568
2022-07-02 20:15:00,61.27406287211568
2022-07-02 20:30:00,61.27406287211568
2022-07-02 20:45:00,61.27406287211568
2022-07-02 21:00:00,61.27406287211568
2022-07-02 21:15:00,61.27406287211568
2022-07-02 21:30:00,61.27406287211568
2022-07-02 21:45:00,61.27406287211568
2022-07-02 22:00:00,61.27406287211568
2022-07-02 22:15:00,61.27406287211568
2022-07-02 22:30:00,61.3368908480535
2022-07-02 22:45:00,61.40319191702693
2022-07-02 23:00:00,61.45274759241737
2022-07-02 23:15:00,61.54033489822457
2022-07-02 23:30:00,61.5552255815998
2022-07-02 23:45:00,61.59588269780555
2022-07-03 00:00:00,61.62643470159544
2022-07-03 00:15:00,61.728764077789066
2022-07-03 00:30:00,61.75727225344498
2022-07-03 00:45:00,61.83003821568458
2022-07-03 01:00:00,61.86414705915396
2022-07-03 01:15:00,61.89475373927219
2022-07-03 01:30:00,61.89840241250174
2022-07-03 01:45:00,61.89840241250174
2022-07-03 02:00:00,61.90018520814356
2022-07-03 02:15:00,61.90036350693705
2022-07-03 02:30:00,61.90036350693705
2022-07-03 02:45:00,61.9010767369357
2022-07-03 03:00:00,61.904240064822446
2022-07-03 03:15:00,61.904240064822446
2022-07-03 03:30:00,61.904240064822446
2022-07-03 03:45:00,61.904240064822446
2022-07-03 04:00:00,61.904240064822446
2022-07-03 04:15:00,61.904240064822446
2022-07-03 04:30:00,61.904240064822446
2022-07-03 04:45:00,61.9010767369357
2022-07-03 05:00:00,61.90036350693705
2022-07-03 05:15:00,61.90018520814356
2022-07-03 05:30:00,61.89475373927219
2022-07-03 05:45:00,61.87835070980649
2022-07-03 06:00:00,61.872045478807884
2022-07-03 06:15:00,61.84732309115545
2022-07-03 06:30:00,61.84405264620785
2022-07-03 06:45:00,61.84405264620785
2022-07-03 07:00:00,61.84405264620785
2022-07-03 07:15:00,61.84405264620785
2022-07-03 07:30:00,61.84405264620785
2022-07-03 07:45:00,61.84405264620785
2022-07-03 08:00:00,61.84405264620785
2022-07-03 08:15:00,61.84405264620785
2022-07-03 08:30:00,61.84405264620785
2022-07-03 08:45:00,61.84732309115545
2022-07-03 09:00:00,61.84732309115545
2022-07-03 09:15:00,61.84732309115545
2022-07-03 09:30:00,61.84732309115545
